"Hash","GroupCount","RelativePath","SizeKB"
"19DA62CE2465C2706B1FDCCECBB217E8711C7F4661465ABD48A977A93A7F508A","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 415\case_415_alignment_detailed.png","75.44"
"19DA62CE2465C2706B1FDCCECBB217E8711C7F4661465ABD48A977A93A7F508A","2","week7-Surface Classification v3\dental_analysis_output\case 415\case_415_alignment_detailed.png","75.44"
"F7144C069BABB95B14E77FDD65D594811D3E1AF594EE919DFE71F3C3B90F30EF","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 416\case_416_alignment_detailed.png","74.68"
"F7144C069BABB95B14E77FDD65D594811D3E1AF594EE919DFE71F3C3B90F30EF","2","week7-Surface Classification v3\dental_analysis_output\case 416\case_416_alignment_detailed.png","74.68"
"B7BDE37F6F899886BF69C19B7AFC7264479E5D3F01C63EC00FA8C3C81C49D9F1","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 417\case_417_alignment_detailed.png","77.42"
"B7BDE37F6F899886BF69C19B7AFC7264479E5D3F01C63EC00FA8C3C81C49D9F1","2","week7-Surface Classification v3\dental_analysis_output\case 417\case_417_alignment_detailed.png","77.42"
"CEFD420DB4CF35C273A08CF85E0AE2558961D0D142C2339FC500F2B39BFD45E5","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 418\case_418_alignment_detailed.png","79.83"
"CEFD420DB4CF35C273A08CF85E0AE2558961D0D142C2339FC500F2B39BFD45E5","2","week7-Surface Classification v3\dental_analysis_output\case 418\case_418_alignment_detailed.png","79.83"
"CE9229086AA44FF6A1F9FCB06293594727761BEB4AB2C1643AE1E5050013B08F","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 419\case_419_alignment_detailed.png","78.24"
"CE9229086AA44FF6A1F9FCB06293594727761BEB4AB2C1643AE1E5050013B08F","2","week7-Surface Classification v3\dental_analysis_output\case 419\case_419_alignment_detailed.png","78.24"
"001673BDB16888A652817F040B4DF89A287DE1E6DB1636B77E35552B9FF00BB8","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 42\case_42_alignment_detailed.png","84.23"
"001673BDB16888A652817F040B4DF89A287DE1E6DB1636B77E35552B9FF00BB8","2","week7-Surface Classification v3\dental_analysis_output\case 42\case_42_alignment_detailed.png","84.23"
"9F72203DD44B3D04B981399DB80AABF2A8E5C1719BEED48FAA4780A97A4155DF","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 420\case_420_alignment_detailed.png","78.98"
"9F72203DD44B3D04B981399DB80AABF2A8E5C1719BEED48FAA4780A97A4155DF","2","week7-Surface Classification v3\dental_analysis_output\case 420\case_420_alignment_detailed.png","78.98"
"AE2E729C6D858CC0E9823C52BF348E51BD440A5BA7D0EEE57AEDA9925B6A53B2","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 421\case_421_alignment_detailed.png","74.28"
"AE2E729C6D858CC0E9823C52BF348E51BD440A5BA7D0EEE57AEDA9925B6A53B2","2","week7-Surface Classification v3\dental_analysis_output\case 421\case_421_alignment_detailed.png","74.28"
"077FD9A84201746D03BCB23C20CDE0911BA11C6E2C76145FC2DFE2D7272BAE21","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 422\case_422_alignment_detailed.png","71.47"
"077FD9A84201746D03BCB23C20CDE0911BA11C6E2C76145FC2DFE2D7272BAE21","2","week7-Surface Classification v3\dental_analysis_output\case 422\case_422_alignment_detailed.png","71.47"
"3838DA2117396E9BFF2956D7BD5CA2C75A864AAA073013A7F34671B2157788DD","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 423\case_423_alignment_detailed.png","93.11"
"3838DA2117396E9BFF2956D7BD5CA2C75A864AAA073013A7F34671B2157788DD","2","week7-Surface Classification v3\dental_analysis_output\case 423\case_423_alignment_detailed.png","93.11"
"4BAF65E4337A34FA36958F9A5287BB3EEF6DDB4701146A1113455ABB819FBAD0","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 424\case_424_alignment_detailed.png","71.05"
"4BAF65E4337A34FA36958F9A5287BB3EEF6DDB4701146A1113455ABB819FBAD0","2","week7-Surface Classification v3\dental_analysis_output\case 424\case_424_alignment_detailed.png","71.05"
"0D9C536C081BC07828C689CA3D79C3C78DBBB592775C1CBDB526F2B51023473B","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 425\case_425_alignment_detailed.png","78.28"
"0D9C536C081BC07828C689CA3D79C3C78DBBB592775C1CBDB526F2B51023473B","2","week7-Surface Classification v3\dental_analysis_output\case 425\case_425_alignment_detailed.png","78.28"
"0FE2079ED1D449D109C1C3C5A362EB18CA1F6F821F15B2E3AB9E3D77D398FCFE","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 426\case_426_alignment_detailed.png","73.1"
"0FE2079ED1D449D109C1C3C5A362EB18CA1F6F821F15B2E3AB9E3D77D398FCFE","2","week7-Surface Classification v3\dental_analysis_output\case 426\case_426_alignment_detailed.png","73.1"
"AE4D297AD513109EF52E3588806B9869009B7494E4D23E094DE7A9FDC638DAD7","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 427\case_427_alignment_detailed.png","81.58"
"AE4D297AD513109EF52E3588806B9869009B7494E4D23E094DE7A9FDC638DAD7","2","week7-Surface Classification v3\dental_analysis_output\case 427\case_427_alignment_detailed.png","81.58"
"CD65207110B2A12C19EFC81CF464ECBCD0CB937FE044EFF9FF9964E816C6B905","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 428\case_428_alignment_detailed.png","83.07"
"CD65207110B2A12C19EFC81CF464ECBCD0CB937FE044EFF9FF9964E816C6B905","2","week7-Surface Classification v3\dental_analysis_output\case 428\case_428_alignment_detailed.png","83.07"
"939AD79CA6722210976E79C839226D1638AF93BD3F7D874BADD3146688292908","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 429\case_429_alignment_detailed.png","81.85"
"939AD79CA6722210976E79C839226D1638AF93BD3F7D874BADD3146688292908","2","week7-Surface Classification v3\dental_analysis_output\case 429\case_429_alignment_detailed.png","81.85"
"00353041B8F4C5F2F7D6DE71E42BFCA03C7E0B4DA2DF84BB7C8B0F2F3BAC1E16","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 43\case_43_alignment_detailed.png","76.31"
"00353041B8F4C5F2F7D6DE71E42BFCA03C7E0B4DA2DF84BB7C8B0F2F3BAC1E16","2","week7-Surface Classification v3\dental_analysis_output\case 43\case_43_alignment_detailed.png","76.31"
"3CFCD4C564BAC3BD7E9BC33AA136496DDB551011444AA2873ECE95032A63A1DE","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 430\case_430_alignment_detailed.png","74.25"
"3CFCD4C564BAC3BD7E9BC33AA136496DDB551011444AA2873ECE95032A63A1DE","2","week7-Surface Classification v3\dental_analysis_output\case 430\case_430_alignment_detailed.png","74.25"
"19381A6F0D4C7FDC3EE4FEE3A660F9670BB62C0F1FB3A9599404AAE94F8F7687","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 431\case_431_alignment_detailed.png","89.38"
"19381A6F0D4C7FDC3EE4FEE3A660F9670BB62C0F1FB3A9599404AAE94F8F7687","2","week7-Surface Classification v3\dental_analysis_output\case 431\case_431_alignment_detailed.png","89.38"
"DE60992C5FE87295A42C1826860DD9C6DC55F6781237535AB6757677CDAE897B","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 432\case_432_alignment_detailed.png","86.71"
"DE60992C5FE87295A42C1826860DD9C6DC55F6781237535AB6757677CDAE897B","2","week7-Surface Classification v3\dental_analysis_output\case 432\case_432_alignment_detailed.png","86.71"
"D7B5A2977BEEBB5825E7E34C0B55552386030BFD90B78FD561653AE5FDAE5CEC","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 433\case_433_alignment_detailed.png","95.18"
"D7B5A2977BEEBB5825E7E34C0B55552386030BFD90B78FD561653AE5FDAE5CEC","2","week7-Surface Classification v3\dental_analysis_output\case 433\case_433_alignment_detailed.png","95.18"
"E1B8F90CE238A2F69AB552441F64FC6F9FE7AD3B4937C8EF6DE6DFA1A0B3D890","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 434\case_434_alignment_detailed.png","88.04"
"E1B8F90CE238A2F69AB552441F64FC6F9FE7AD3B4937C8EF6DE6DFA1A0B3D890","2","week7-Surface Classification v3\dental_analysis_output\case 434\case_434_alignment_detailed.png","88.04"
"D9EA629BD5096A0C70A3AB398068197F5E2FB4704B2A51FC5807F99CFA882BBE","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 435\case_435_alignment_detailed.png","86.47"
"D9EA629BD5096A0C70A3AB398068197F5E2FB4704B2A51FC5807F99CFA882BBE","2","week7-Surface Classification v3\dental_analysis_output\case 435\case_435_alignment_detailed.png","86.47"
"06DD7349CE79E9D9E35865912D81A87E47259FBCAA7D0AC0941A3AD4D5DACCFE","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 437\case_437_alignment_detailed.png","80"
"06DD7349CE79E9D9E35865912D81A87E47259FBCAA7D0AC0941A3AD4D5DACCFE","2","week7-Surface Classification v3\dental_analysis_output\case 437\case_437_alignment_detailed.png","80"
"38CD0B5163BA1A567134C5E961E399ED516EF0B11498A79C7DB5119A25E837B8","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 438\case_438_alignment_detailed.png","75.88"
"38CD0B5163BA1A567134C5E961E399ED516EF0B11498A79C7DB5119A25E837B8","2","week7-Surface Classification v3\dental_analysis_output\case 438\case_438_alignment_detailed.png","75.88"
"131BCBE54D4990F36D57C7C2E34E6C3F671D1247FB64924358E89981E216D253","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 439\case_439_alignment_detailed.png","79.12"
"131BCBE54D4990F36D57C7C2E34E6C3F671D1247FB64924358E89981E216D253","2","week7-Surface Classification v3\dental_analysis_output\case 439\case_439_alignment_detailed.png","79.12"
"DA2A50E5077D3C88FD73417D5411F3E8A6134372A2826BB4EA02B25743E6197F","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 44\case_44_alignment_detailed.png","72.59"
"DA2A50E5077D3C88FD73417D5411F3E8A6134372A2826BB4EA02B25743E6197F","2","week7-Surface Classification v3\dental_analysis_output\case 44\case_44_alignment_detailed.png","72.59"
"93C468AC10B4467814133B26CFB19B7EB4626590F5FEE8A22A48A7FEE06591C6","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 440\case_440_alignment_detailed.png","79.38"
"93C468AC10B4467814133B26CFB19B7EB4626590F5FEE8A22A48A7FEE06591C6","2","week7-Surface Classification v3\dental_analysis_output\case 440\case_440_alignment_detailed.png","79.38"
"7790912F98BF492DA277460988D1F3B4146003C9E836A3FF05B7A596F937B554","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 441\case_441_alignment_detailed.png","86.86"
"7790912F98BF492DA277460988D1F3B4146003C9E836A3FF05B7A596F937B554","2","week7-Surface Classification v3\dental_analysis_output\case 441\case_441_alignment_detailed.png","86.86"
"F920A9844CBABCEEC8163F44E35F1C54E21299B82E66985F1A7918E4AC8D5F7D","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 442\case_442_alignment_detailed.png","75.96"
"F920A9844CBABCEEC8163F44E35F1C54E21299B82E66985F1A7918E4AC8D5F7D","2","week7-Surface Classification v3\dental_analysis_output\case 442\case_442_alignment_detailed.png","75.96"
"70D0F67B73614C659679E9C4B326AB3AE65845D0FEDA30218AAC9B11C6AAAF37","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 444\case_444_alignment_detailed.png","76.98"
"70D0F67B73614C659679E9C4B326AB3AE65845D0FEDA30218AAC9B11C6AAAF37","2","week7-Surface Classification v3\dental_analysis_output\case 444\case_444_alignment_detailed.png","76.98"
"5AEFE976BF31CB0C50EDF5FDB188A2F77F35DDE359F4EE2FA0C3049F2788CB90","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 445\case_445_alignment_detailed.png","73.18"
"5AEFE976BF31CB0C50EDF5FDB188A2F77F35DDE359F4EE2FA0C3049F2788CB90","2","week7-Surface Classification v3\dental_analysis_output\case 445\case_445_alignment_detailed.png","73.18"
"F2616304E802520C76A48337E0D139E71480569F4AE69093725880B011500C4E","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 446\case_446_alignment_detailed.png","91.34"
"F2616304E802520C76A48337E0D139E71480569F4AE69093725880B011500C4E","2","week7-Surface Classification v3\dental_analysis_output\case 446\case_446_alignment_detailed.png","91.34"
"A498B41A1E097563F61857EDE91E456B0462CC452DAB26C10334399342C376AA","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 447\case_447_alignment_detailed.png","72.18"
"A498B41A1E097563F61857EDE91E456B0462CC452DAB26C10334399342C376AA","2","week7-Surface Classification v3\dental_analysis_output\case 447\case_447_alignment_detailed.png","72.18"
"CB643F659D07F5835EE02E0634F7E495B9F832C1BB3AC299A72CC50BF05555DF","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 448\case_448_alignment_detailed.png","81.11"
"CB643F659D07F5835EE02E0634F7E495B9F832C1BB3AC299A72CC50BF05555DF","2","week7-Surface Classification v3\dental_analysis_output\case 448\case_448_alignment_detailed.png","81.11"
"F8DA3E158110CE2FB5E5DB055CA23780513717BF202374A4D13D722CC0C5DDF7","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 449\case_449_alignment_detailed.png","75.95"
"F8DA3E158110CE2FB5E5DB055CA23780513717BF202374A4D13D722CC0C5DDF7","2","week7-Surface Classification v3\dental_analysis_output\case 449\case_449_alignment_detailed.png","75.95"
"304CA67EB29739764AA871F6ED561F2A49CFBDD218FA3638E436E56AAD494F6E","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 45\case_45_alignment_detailed.png","73.95"
"304CA67EB29739764AA871F6ED561F2A49CFBDD218FA3638E436E56AAD494F6E","2","week7-Surface Classification v3\dental_analysis_output\case 45\case_45_alignment_detailed.png","73.95"
"05EE3947B523C62AE28F3CCF887C05159BCE4AE067D597DE81B454F19BB987FC","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 450\case_450_alignment_detailed.png","82.55"
"05EE3947B523C62AE28F3CCF887C05159BCE4AE067D597DE81B454F19BB987FC","2","week7-Surface Classification v3\dental_analysis_output\case 450\case_450_alignment_detailed.png","82.55"
"B47AB1967EA7C3514E4B6ECA6D4D8C059142FA2B79AE099A6F62C777CEB6EE64","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 451\case_451_alignment_detailed.png","80.54"
"B47AB1967EA7C3514E4B6ECA6D4D8C059142FA2B79AE099A6F62C777CEB6EE64","2","week7-Surface Classification v3\dental_analysis_output\case 451\case_451_alignment_detailed.png","80.54"
"8733D40B294586BE9FC0740DE4FE84B870C3B9290FEC0FE1C3AC9D5E011C0DB2","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 452\case_452_alignment_detailed.png","69.87"
"8733D40B294586BE9FC0740DE4FE84B870C3B9290FEC0FE1C3AC9D5E011C0DB2","2","week7-Surface Classification v3\dental_analysis_output\case 452\case_452_alignment_detailed.png","69.87"
"8BB7CA86D1B2A909E312FD72826055D1098085285D36CD967FC2F8CF53029E69","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 453\case_453_alignment_detailed.png","80.99"
"8BB7CA86D1B2A909E312FD72826055D1098085285D36CD967FC2F8CF53029E69","2","week7-Surface Classification v3\dental_analysis_output\case 453\case_453_alignment_detailed.png","80.99"
"C6A7712E6A901E7057E6777967B1B6EC4D3EF53BD6638564916A43E50078B869","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 454\case_454_alignment_detailed.png","74.12"
"C6A7712E6A901E7057E6777967B1B6EC4D3EF53BD6638564916A43E50078B869","2","week7-Surface Classification v3\dental_analysis_output\case 454\case_454_alignment_detailed.png","74.12"
"6D3551604ACF51856C36E067F5689E05E7A307DA3BE2CA211A7BB947F7F2C2AA","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 455\case_455_alignment_detailed.png","72.47"
"6D3551604ACF51856C36E067F5689E05E7A307DA3BE2CA211A7BB947F7F2C2AA","2","week7-Surface Classification v3\dental_analysis_output\case 455\case_455_alignment_detailed.png","72.47"
"560AB3FA89ABB78264BD2DB9360F770856D985F04C6093DB70C77E97E95445BE","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 456\case_456_alignment_detailed.png","87.06"
"560AB3FA89ABB78264BD2DB9360F770856D985F04C6093DB70C77E97E95445BE","2","week7-Surface Classification v3\dental_analysis_output\case 456\case_456_alignment_detailed.png","87.06"
"EE732CD9331F02AF3EDF5921B1F25ABFE1A65C73A9ACE65717EB451BEFEF20A2","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 457\case_457_alignment_detailed.png","82.21"
"EE732CD9331F02AF3EDF5921B1F25ABFE1A65C73A9ACE65717EB451BEFEF20A2","2","week7-Surface Classification v3\dental_analysis_output\case 457\case_457_alignment_detailed.png","82.21"
"6E9BA8A0B45AA8BF59DF3D1170E097F7E3384D54DC34111ECA4F51CA66BB2D09","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 458\case_458_alignment_detailed.png","84.4"
"6E9BA8A0B45AA8BF59DF3D1170E097F7E3384D54DC34111ECA4F51CA66BB2D09","2","week7-Surface Classification v3\dental_analysis_output\case 458\case_458_alignment_detailed.png","84.4"
"2BC4692F5C741C3CDA173547A328C5F29816A5C8B8FE5899BCF2731E198F3270","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 459\case_459_alignment_detailed.png","88.62"
"2BC4692F5C741C3CDA173547A328C5F29816A5C8B8FE5899BCF2731E198F3270","2","week7-Surface Classification v3\dental_analysis_output\case 459\case_459_alignment_detailed.png","88.62"
"F1B45DB4145838017F450074EF8DA23910DDF08089BD4417C14E24519F8A525E","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 46\case_46_alignment_detailed.png","69.97"
"F1B45DB4145838017F450074EF8DA23910DDF08089BD4417C14E24519F8A525E","2","week7-Surface Classification v3\dental_analysis_output\case 46\case_46_alignment_detailed.png","69.97"
"A37566BC404512CC7953C256E836EAB1906394190ED12552DC8C15D695E542BB","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 460\case_460_alignment_detailed.png","71.46"
"A37566BC404512CC7953C256E836EAB1906394190ED12552DC8C15D695E542BB","2","week7-Surface Classification v3\dental_analysis_output\case 460\case_460_alignment_detailed.png","71.46"
"C55A88ED6844FB233EEE0AC87146EC1EE7DAAEAB53A963EDF74F29C6C56DBF3B","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 461\case_461_alignment_detailed.png","81.27"
"C55A88ED6844FB233EEE0AC87146EC1EE7DAAEAB53A963EDF74F29C6C56DBF3B","2","week7-Surface Classification v3\dental_analysis_output\case 461\case_461_alignment_detailed.png","81.27"
"BA9CEE1F4627A3A138FB01A65174CF1D283431A7E0E643C9FA3D82E05D188386","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 462\case_462_alignment_detailed.png","86.81"
"BA9CEE1F4627A3A138FB01A65174CF1D283431A7E0E643C9FA3D82E05D188386","2","week7-Surface Classification v3\dental_analysis_output\case 462\case_462_alignment_detailed.png","86.81"
"95935C6A90D9EBE9F0A6607E14DAC036870DD4225DC79DD5E0053E1F5A193E1A","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 464\case_464_alignment_detailed.png","83.27"
"95935C6A90D9EBE9F0A6607E14DAC036870DD4225DC79DD5E0053E1F5A193E1A","2","week7-Surface Classification v3\dental_analysis_output\case 464\case_464_alignment_detailed.png","83.27"
"805F9813B9C98C3CE26FB405600F94CB53B2878749BBCB211C189D07E0E4D243","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 465\case_465_alignment_detailed.png","77.98"
"805F9813B9C98C3CE26FB405600F94CB53B2878749BBCB211C189D07E0E4D243","2","week7-Surface Classification v3\dental_analysis_output\case 465\case_465_alignment_detailed.png","77.98"
"5790ABAC2320BE61634B941068D4660AD1C90265A196AAAC51C8DAFB8B90754B","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 466\case_466_alignment_detailed.png","86.56"
"5790ABAC2320BE61634B941068D4660AD1C90265A196AAAC51C8DAFB8B90754B","2","week7-Surface Classification v3\dental_analysis_output\case 466\case_466_alignment_detailed.png","86.56"
"D7ADCFC28479E7E346BA32D8397FBC3D1CD9BE237B5F8F1A0A5FC37D702B0BCE","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 468\case_468_alignment_detailed.png","89.26"
"D7ADCFC28479E7E346BA32D8397FBC3D1CD9BE237B5F8F1A0A5FC37D702B0BCE","2","week7-Surface Classification v3\dental_analysis_output\case 468\case_468_alignment_detailed.png","89.26"
"181D85905DAEE13E2F5485C398137709A97EA1A05105BDA0A575ACD4FE93FD20","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 469\case_469_alignment_detailed.png","78.15"
"181D85905DAEE13E2F5485C398137709A97EA1A05105BDA0A575ACD4FE93FD20","2","week7-Surface Classification v3\dental_analysis_output\case 469\case_469_alignment_detailed.png","78.15"
"8D8BE0E39DB412655C228B7C29907A0E24166D997BACAF3924DCC136B6223365","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 47\case_47_alignment_detailed.png","87.24"
"8D8BE0E39DB412655C228B7C29907A0E24166D997BACAF3924DCC136B6223365","2","week7-Surface Classification v3\dental_analysis_output\case 47\case_47_alignment_detailed.png","87.24"
"8F117EA83A5B190F34FD850F213BB6A7C1C055F6231A4C54297D7B5531A44612","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 470\case_470_alignment_detailed.png","75.01"
"8F117EA83A5B190F34FD850F213BB6A7C1C055F6231A4C54297D7B5531A44612","2","week7-Surface Classification v3\dental_analysis_output\case 470\case_470_alignment_detailed.png","75.01"
"2A6ED70F76EF2E361F2E0EAC4307582B2807FD8247F0062DA9CAB570A5FB7BF7","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 471\case_471_alignment_detailed.png","87.68"
"2A6ED70F76EF2E361F2E0EAC4307582B2807FD8247F0062DA9CAB570A5FB7BF7","2","week7-Surface Classification v3\dental_analysis_output\case 471\case_471_alignment_detailed.png","87.68"
"310CEE28C6F5AB2C4CAF1521653EE1DA96DE89B9493327E8B11A71D1D0C6C696","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 472\case_472_alignment_detailed.png","80.7"
"310CEE28C6F5AB2C4CAF1521653EE1DA96DE89B9493327E8B11A71D1D0C6C696","2","week7-Surface Classification v3\dental_analysis_output\case 472\case_472_alignment_detailed.png","80.7"
"049E4817947570CA8E8A096FDCB80405CE1413D478AFF28F35DDF577F2CF47C0","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 473\case_473_alignment_detailed.png","74.28"
"049E4817947570CA8E8A096FDCB80405CE1413D478AFF28F35DDF577F2CF47C0","2","week7-Surface Classification v3\dental_analysis_output\case 473\case_473_alignment_detailed.png","74.28"
"CA84959FCFF3305EA39017C4B3BAFC19FEA95E18E726CF5D073D7B978DA69237","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 474\case_474_alignment_detailed.png","76.31"
"CA84959FCFF3305EA39017C4B3BAFC19FEA95E18E726CF5D073D7B978DA69237","2","week7-Surface Classification v3\dental_analysis_output\case 474\case_474_alignment_detailed.png","76.31"
"E179083378D9C8DE156EDC3D5F358CDF871BDD4974DFFF14BCFDE8468A69862B","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 476\case_476_alignment_detailed.png","79.89"
"E179083378D9C8DE156EDC3D5F358CDF871BDD4974DFFF14BCFDE8468A69862B","2","week7-Surface Classification v3\dental_analysis_output\case 476\case_476_alignment_detailed.png","79.89"
"44F5E081A395FEA7AC77EDFEA8F648862C60F589F3A512846F69006F866F42D9","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 477\case_477_alignment_detailed.png","76.93"
"44F5E081A395FEA7AC77EDFEA8F648862C60F589F3A512846F69006F866F42D9","2","week7-Surface Classification v3\dental_analysis_output\case 477\case_477_alignment_detailed.png","76.93"
"BFFA1D4EBC177903514BC58764947650E33D06FCB031C347429CDB5299F36848","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 478\case_478_alignment_detailed.png","79.71"
"BFFA1D4EBC177903514BC58764947650E33D06FCB031C347429CDB5299F36848","2","week7-Surface Classification v3\dental_analysis_output\case 478\case_478_alignment_detailed.png","79.71"
"2066625EAA32B2E9C49A9902C7FC5ED75608F28433BCFECC0C214715ACEBB5AE","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 479\case_479_alignment_detailed.png","89.24"
"2066625EAA32B2E9C49A9902C7FC5ED75608F28433BCFECC0C214715ACEBB5AE","2","week7-Surface Classification v3\dental_analysis_output\case 479\case_479_alignment_detailed.png","89.24"
"200BB2478922A94256F3E11E34C4256E71E7C147547B8BE0B1B23909775AD987","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 48\case_48_alignment_detailed.png","84.09"
"200BB2478922A94256F3E11E34C4256E71E7C147547B8BE0B1B23909775AD987","2","week7-Surface Classification v3\dental_analysis_output\case 48\case_48_alignment_detailed.png","84.09"
"7186F05338BFEB12E9A7484C84AECF15A055C631FBE5FAFF1808C2F9215DB1ED","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 480\case_480_alignment_detailed.png","74.69"
"7186F05338BFEB12E9A7484C84AECF15A055C631FBE5FAFF1808C2F9215DB1ED","2","week7-Surface Classification v3\dental_analysis_output\case 480\case_480_alignment_detailed.png","74.69"
"32DAA3A8612DC52758035B2BA103CA3A07DA38E0C801914E9C0FBEC161FB10FA","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 481\case_481_alignment_detailed.png","77.06"
"32DAA3A8612DC52758035B2BA103CA3A07DA38E0C801914E9C0FBEC161FB10FA","2","week7-Surface Classification v3\dental_analysis_output\case 481\case_481_alignment_detailed.png","77.06"
"6C60E4F665279161877A0E8A0FF9B90AFC54286282141029797087A97EA4172A","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 482\case_482_alignment_detailed.png","76.46"
"6C60E4F665279161877A0E8A0FF9B90AFC54286282141029797087A97EA4172A","2","week7-Surface Classification v3\dental_analysis_output\case 482\case_482_alignment_detailed.png","76.46"
"C3A5B298722E48752CC6EA76752552D988223754699225BC28314AE9D6D0313F","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 483\case_483_alignment_detailed.png","83.03"
"C3A5B298722E48752CC6EA76752552D988223754699225BC28314AE9D6D0313F","2","week7-Surface Classification v3\dental_analysis_output\case 483\case_483_alignment_detailed.png","83.03"
"92EC1125AC8B34A8E2AA1F2928407F7300D8FAA2C212BBB0878CF239EDDCE04F","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 484\case_484_alignment_detailed.png","77.16"
"92EC1125AC8B34A8E2AA1F2928407F7300D8FAA2C212BBB0878CF239EDDCE04F","2","week7-Surface Classification v3\dental_analysis_output\case 484\case_484_alignment_detailed.png","77.16"
"5611A63E8F9249CAF83427E50DBD3F6AA18C04B9FCA5117FA09C4F9CCF989C36","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 485\case_485_alignment_detailed.png","87.25"
"5611A63E8F9249CAF83427E50DBD3F6AA18C04B9FCA5117FA09C4F9CCF989C36","2","week7-Surface Classification v3\dental_analysis_output\case 485\case_485_alignment_detailed.png","87.25"
"AB658446E7D27810D23A3D850DF92B15F75C67641F855C9B784E8B5EC8606F81","2","week3-Caries-to-Tooth Mapping\dental_analysis_output\case 486\case_486_alignment_detailed.png","75.58"
